"S80",2014,"S80 D5 AWD","3SA 9637","Summum","auto"
"V40 CC",2014,"V40 D2 CROSS COUNTRY","2SV 4407","Summum","manual"
"V60",2014,"V60 D4 DRIVE -E","2SY 1290","Summum","auto"
"S60",2014,"S60 D4 DRIVE -E","3SA 8339","Summum","auto"
"XC70",2014,"XC70 D5 AWD","2SY 1661","Summum","auto"
"XC70",2014,"XC70 D4 DRIVE -E","3SD 3488","Summum","auto"
"XC60",2014,"XC60 D4 DRIVE - E","XXXXXXX","Summum","auto"
