S80,2014,S80 D4,3SL 5057,Summum,auto
V40 CC,2014,V40 CC T5 AWD,3SL 4387,Summum,auto
V60,2014,V60 VOR,3SJ 9777,Summum,auto
XC60,2014,XC60,3SL 4269,Summum,auto
XC60,2014,XC60 D4,3SL 5040,Summum,auto
XC60,2014,XC60 D4 FWD VOR,730012,Summum,manual
