89,"156/09","XC70 T6 AWD",2953,"YV1BZ995691063686","9S59480",800467430,"XC70 NEW","2003/76B",,"ČERVENÁ MET.",4/1/2009,,10/20/2009,"Mrktng","PRESS",,,9488,791,7,5534.6666666667,70875,5906,7,41343.75,,,,,,,,,,46878.4166666667,,,,,,,
90,"157/09","S80 D5 NEW",2400,"YV1AS705091104707","9S59722",800467441,"S80 NEW","2006/96B",,"ŠEDÁ MET.",3/31/2009,,12/28/2009,"Mrktng","PRESS","*",,7178,598,10,5981.6666666667,64548,5379,10,53790,,,,,,,,,,59771.6666666667,,,,,,,
91,"123/08","V50 2,0D POWERSHIFT",1997,"YV1MW755B82421666","9S59688",800467426,"V50","2003/76B",,"ŠEDÁ MET.",4/1/2009,,2/22/2010,"STA","STA Mikulec","*","25500km",7178,598,9,5383.5,55044,4587,9,41283,,,,,,,,,,46666.5,,,,,,,
92,"1342/08","V50 2,0D",1997,"YV1MW754192478078","9S59693",800467415,"V50","2003/76B",,"ZELENÁ MET.",4/1/2009,,7/13/2010,"STA","STA Nassereddine",,"15500km",7178,598,9,5383.5,39416,3285,9,29562,,,,,,,,,,34945.5,,,,,,,
93,"1458/07","C70 D5",2400,"YV1MC77598J055116","9S59679",800467404,"C70","2003/76B",,"ŠEDÁ MET.",4/2/2009,,4/26/2010,"Mrktng","PRESS","+",,7178,598,9,5383.5,66397,5533,9,49797.75,,,,,,,,,,55181.25,,,,,,,
94,"1496/08","XC70 D5",2400,"YV1BZ714691061377","9S60474",800467393,"XC70 NEW","2003/76B",,"ČERNÁ MET.",4/2/2009,,11/2/2009,"Comp.Car","Šárka",,"12400km",7178,598,8,4785.3333333333,55572,4631,8,37048,,,,,,,,,,41833.3333333333,,,,,,,
95,"588/08","V70 D5",2400,"YV1BW714191072663","9S60484",800467382,"V70 NEW","2003/76B",,"ŠEDÁ MET.",4/21/2009,,8/12/2009,"Cust. Serv.","Rosťa Mareček",,"8200km",7178,598.1666666667,5,2990.8333333333,44820,3735,5,18675,,,,,,,,,,21665.8333333333,,,,,,,
96,"590/08","V70 2,0D",1997,"YV1BW754191073266","9S60844",800467345,"V70 NEW","2003/76B",,"ŠEDOZELENÁ MET.",5/5/2009,,11/18/2009,"Comp.Car","Borek",,"13000km",9400,783.3333333333,7,5483.3333333333,35852,2987.6666666667,7,20913.6666666667,,,,,,,,,,26397,,,,,,,
97,"1271/08","V70 D5 AWD",2400,"YV1BW714691091769","9S60848",800467356,"V70 NEW","2003/76B",,"ŠEDÁ MET.",5/5/2009,,4/26/2010,"Cust. Serv.","Milan Šlajer","*","8500km",9400,783.3333333333,8,6266.6666666667,43792,3649.3333333333,8,29194.6666666667,,,,,,,,,,35461.3333333333,,,,,,,
98,"1434/08","XC70 D5 AWD",2400,"YV1BZ714691061258","9S61203",800467334,"XC70 NEW","2003/76B",,"ŠEDÁ MET.",5/11/2009,,10/13/2009,"STA","Fabian Reyes",,"9000km",9400,783.3333333333,6,4700,44030,3669.1666666667,6,22015,,,,,,,,,,26715,,,,,,,
99,"491/08","XC90 D5 AWD",2400,"YV1CM714691500854","9S61172",800467360,"XC90","2003/76B",,"SĚDÁ MET.",5/5/2009,,10/1/2009,"Comp.Car","Gregova manželka",,,9400,783.3333333333,5,3916.6666666667,49344,4112,5,20560,,,,,,,,,,24476.6666666667,,,,,,,
100,"116/09","V50 1,8",1798,"YV1MW214292489457","9S61174",800467371,"V50","2003/76B",,"ZELENÁ MET.",5/5/2009,,5/18/2009,"STA","Hubáček",,,,0,,0,,0,,0,,,,,,,,,,0,,,,,,,
101,"1539/08","S80 D5 AWD",2400,"YV1AS714691101576","9S61232",800467323,"S80 NEW","2003/76B",,"ČERNÁ MET.",5/14/2009,,10/1/2009,"STA","Makový",,"10000km",9400,783.3333333333,5,3916.6666666667,48278,4023.1666666667,5,20115.8333333333,,,,,,,,,,24032.5,,,,,,,
102,"1506/08","S80 2,5T",2521,"YV1AS565191102658","9S61437",800467312,"S80 NEW","2003/76B",,"ŠEDÁ MET.",5/21/2009,10/30/2009,11/11/2009,"Comp.Car","Milan Koza",,"18500km",11528,960.6666666667,6,5764,36598,3049.8333333333,6,18299,,,,,,,,,,24063,,,,,,,
103,"017/09","S60 D5",2400,"YV1RS714192736211","9S61436",5224,"S60","2003/76B",,"MODRÁ MET.",5/21/2009,,5/10/2010,"STA","Hubáček","*","21500km",9400,783.3333333333,8,6266.6666666667,32718,2726.5,8,21812,,,,,,,,,,28078.6666666667,,,,,,,
104,"1273/08","V70 D5 AWD",2400,"YV1BW714691091782","9S61484",858697696,"V70 NEW","2003/76B",,"ŠEDÁ MET.",5/26/2009,,10/27/2009,"Comp.Car","Klára Skálová",,"12500km",9400,783.3333333333,6,4700,51301,4275.0833333333,6,25650.5,,,,,,,,,,30350.5,,,,,,,
105,"985/08","V70 D5 AWD",2400,"YV1BW714691082359","9S61477",858697700,"V70 NEW","2003/76B",,"ČERVENÁ MET.",5/26/2009,,12/16/2009,"Comp.Car","Lenka Birbi",,"9000km",9400,783.3333333333,8,6266.6666666667,50505,4208.75,8,33670,,,,,,,,,,39936.6666666667,,,,,,,
106,"1531/08","V70 D5 AWD",2400,"YV1BW714691099717","9S61468",858697906,"V70 NEW","2003/76B",,"ŠEDÁ MET.",5/28/2009,,12/22/2009,"STA","Ayoubi",,"14500km",9400,783.3333333333,8,6266.6666666667,43046,3587.1666666667,8,28697.3333333333,,,,,,,,,,34964,,,,,,,
107,"158/09","S80 D5 AWD",2400,"YV1AS714691104337","9S61467",858697910,"S80 NEW","2003/76B",,"ČERNÁ MET.",5/28/2009,10/30/2009,11/9/2009,"STA","Šeděnka",,"12500km",9400,783.3333333333,6,4700,43553,3629.4166666667,6,21776.5,,,,,,,,,,26476.5,,,,,,,
108,"490/08","XC90 V8 AWD RD",4414,"YV1CR855691509277","9S61884",858697921,"XC90","2003/76B",,"ČERVENÁ ZAKL.",6/2/2009,,1/14/2010,"Comp.Car","Greg",,,11528,960.6666666667,7,6724.6666666667,65253,5437.75,7,38064.25,,,,,,,,,,44788.9166666667,,,,,,,
109,"637/08","S80 D5",2400,"YV1AS714191092430","9S61877",858697932,"S80 NEW","2003/76B",,"ČERVENÁ MET.",6/3/2009,,11/19/2009,"STA","Procházka",,"18000km",9400,783.3333333333,6,4700,35643,2970.25,6,17821.5,,,,,,,,,,22521.5,,,,,,,
110,"1024/08","S80 D5 AWD",2400,"YV1AS714691096573","9S61944",858697943,"S80 NEW","2003/76B",,"TM. MODRA MET.",6/3/2009,,3/17/2010,"Cust. Serv.","Pepa Havlík","*","9500km",9400,783.3333333333,7,5483.3333333333,43839,3653.25,7,25572.75,,,,,,,,,,31056.0833333333,,,,,,,
111,"365/08","XC60 D5 AWD",2400,"YV1DZ714492000342","9S62331",858697954,"XC60","2003/76B",,"ZELENÁ MET.",6/8/2009,,6/25/2009,"Bazar","faktura 23.6.2009",,"12000km",9400,783.3333333333,1,783.3333333333,48469,4039.0833333333,1,4039.0833333333,,,,,,,,,,4822.4166666667,,,,,,,
112,"234/09","S80 D5 205k",2400,"YV1AS705091105870","9S62322",858697965,"S80 NEW","2003/76B",,"ŠEDÁ MET.",6/8/2009,,12/22/2009,"STA","Vostrý",,"21000km",9400,783.3333333333,7,5483.3333333333,45911,3825.9166666667,7,26781.4166666667,,,,,,,,,,32264.75,,,,,,,
113,"1432/08","V70 D5 AWD",2400,"YV1BW714491095395","9S62611",858697980,"V70 NEW","2003/76B",,"ŠEDÁ MET.",6/22/2009,,12/22/2009,"STA","Beránek",,"8500km",9400,783.3333333333,7,5483.3333333333,42090,3507.5,7,24552.5,,,,,,,,,,30035.8333333333,,,,,,,
114,"1431/08","V70 D5 AWD",2400,"YV1BW714491095267","9S62566",858697991,"V70 NEW","2003/76B",,"ŠEDÁ MET.",6/22/2009,,12/22/2009,"STA","Krčmář",,"14200km",9400,783.3333333333,7,5483.3333333333,42090,3507.5,7,24552.5,,,,,,,,,,30035.8333333333,,,,,,,
115,"700/09","V70 2,4D 175k",2400,"YV1BW7241A1127550","9S97470",858698002,"V70 NEW","2006/96B",,"STŘÍBRNÁ MET.",7/27/2009,,4/29/2011,"Mrktng","PRESS","+",,9400,783.3333333333,6,4700,44687,3723.9166666667,6,22343.5,,,,,,,,,,27043.5,,,,,,,
116,"712/09","V70 D5 AWD 205k",2400,"YV1BW7056A1127301","9S97632",858698013,"V70 NEW","692/2008A",,"ŠEDÁ MET.",8/3/2009,,3/29/2010,"Cust. Serv.","Rosťa Mareček",,"4000km",9400,783.3333333333,5,3916.6666666667,49314,4109.5,5,20547.5,,,,,,,,,,24464.1666666667,,,,,,,
117,"821/06","S80 D5",2400,"YV1AS714071011967","8S80294","KOOPERATIVA","S80 NEW","2003/76B",,"ŠEDÁ MET.","1.7.2009",,7/13/2010,"DO Demo","Pův. VAP - pojištěno Kooperativa",,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,
118,"1270/08","V70 D5",2400,"YV1BW714491091737","9S61912","KOOPERATIVA","V70 NEW","2003/76B",,"ŠEDÁ MET.","1.7.2009",,7/13/2010,"DO Demo","Pův. VAP - pojištěno Kooperativa",,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,
119,"1430/07","XC70 D5",2400,"YV1BZ714681023439",,"KOOPERATIVA","XC70 NEW","2003/76B",,"STŘÍBRNÁ MET.","1.7.2009",8/15/2009,1/1/2010,"DO Demo","Pův. VAP - pojištěno Kooperativa",,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,
120,"153/09","XC60 D5 AWD",2400,"YV1DZ714492023776",,"KOOPERATIVA","XC60","2003/76B",,"ŠEDÁ MET.","1.7.2009",8/15/2009,1/1/2010,"DO Demo","Pův. VAP - pojištěno Kooperativa",,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,
121,"389/09","XC60 D5 AWD",2400,"YV1DZ714492034749",,"KOOPERATIVA","XC60","2003/76B",,"BRONZOVÁ MET.","1.7.2009",8/15/2009,1/1/2010,"DO Demo","Pův. VAP - pojištěno Kooperativa",,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,
122,"1462/08","C30 1,6",1596,"YV1MK204292139944",,"KOOPERATIVA","C30","2003/76B",,,"1.7.2009",8/15/2009,1/1/2010,"DO Demo","Pův. VAP - pojištěno Kooperativa",,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,
123,"1046/08","S60 D5",2400,"YV1RS714092729107","9S98229",858698024,"S60","2003/76B",,"TM. MODRA MET.",8/12/2009,5/20/2010,11/18/2010,"STA","Talian","*",,9400,783.3333333333,5,3916.6666666667,45222,3768.5,5,18842.5,,,,,,,,,,22759.1666666667,,,,,,,
124,"657/08","S60 D5",2400,"YV1RS714092723251","9S98227",858698035,"S60","2003/76B",,"ČERNÁ MET.",8/12/2009,,1/14/2010,"STA","Pšeja","*",,9400,783.3333333333,4,3133.3333333333,37926,3160.5,4,12642,,,,,,,,,,15775.3333333333,,,,,,,
125,"720/09","S80 D5 R-D",2400,"YV1AS7050A1116176","9S98552",858698046,"S80 NEW","692/2008A",,"TM. MODRA MET.",8/26/2009,,6/1/2013,"Mrktng","PRESS","+",,9400,783.3333333333,4,3133.3333333333,51774,4314.5,4,17258,,,,,,,,,,20391.3333333333,,,,,,,
126,"676/09","XC60 3,2 AWD",3192,"YV1DZ9856A2059567","9S98604",858698050,"XC60","2006/96B",,"ČERVENÁ MET.",9/7/2009,,11/23/2010,"Mrktng","PRESS","+",,11528,960.6666666667,4,3842.6666666667,54886,4573.8333333333,4,18295.3333333333,,,,,,,,,,22138,,,,,,,
127,"689/09","C70 T5",2521,"YV1MC6759AJ091738","9S98944",858698061,"C70","2003/76B",,"TM. MODRA MET.",9/9/2009,,12/7/2009,"Comp.Car","Greg",,,11528,960.6666666667,4,3842.6666666667,49779,4148.25,4,16593,,,,,,,,,,20435.6666666667,,,,,,,
128,"721/09","XC70 D5 AWD",2400,"YV1BZ7046A1077040","9S98922",858698072,"XC70 NEW","2006/96B",,"ČERNÁ MET.",9/9/2009,,12/29/2010,"Mrktng","PRESS","+",,9400,783.3333333333,4,3133.3333333333,54698,4558.1666666667,4,18232.6666666667,,,,,,,,,,21366,,,,,,,
129,"677/09","XC60 2,4D FWD",2400,"YV1DZ7241A2067101","9S98919",858698083,"XC60","2006/96B",,"BRONZOVÁ MET.",9/8/2009,,2/9/2011,"Mrktng","PRESS","+",,9400,783.3333333333,4,3133.3333333333,43574,3631.1666666667,4,14524.6666666667,,,,,,,,,,17658,,,,,,,
130,"524/08","S80 D5 AWD",2400,"YV1AS714691090904","9S98947",858698094,"S80 NEW","2003/76B",,"ŠEDÁ MET.",9/10/2009,,12/17/2009,"STA","Tyrpák",,,9400,783.3333333333,4,3133.3333333333,44747,3728.9166666667,4,14915.6666666667,,,,,,,,,,18049,,,,,,,
131,"701/09","V70 D5 AWD",2400,"YV1BW7056A1127441","9S98901",858698105,"V70 NEW","692/2008A",,"ČERNÁ MET.",9/21/2009,,4/13/2010,"STA","Claesson",,,9400,783.3333333333,3,2350,53850,4487.5,3,13462.5,,,,,,,,,,15812.5,,,,,,,
132,"447/09","V70 D5 AWD",2400,"YV1BW7056A1118320","1SA0108",858698116,"V70 NEW","692/2008A",,"TM. MODRA MET.",10/15/2009,,4/29/2010,"STA","Makový","+",,9400,783.3333333333,3,2350,,0,,0,,,,,,,,,,2350,,,,,,,
133,"716/09","V50 2,0D",1997,"YV1MW755BA2529095","1SA0116",858698120,"V50","2003/76B",,"MODROSEDA MET.",10/21/2009,,3/22/2010,"Comp.Car","Klára Skálová","+",,9400,783.3333333333,3,2350,26136,2178,3,6534,,,,,,,,,,8884,,,,,,,
134,"737/09","XC70 D5 AWD",2400,"YV1BZ7044A1076991","1SA0117",858698153,"XC70 NEW","2006/96B",,"ČERNÁ MET.",10/21/2009,,9/1/2012,"Mrktng","SPARTAK Rokytnice","+",,9400,783.3333333333,2,1566.6666666667,47911,3992.5833333333,2,7985.1666666667,,,,,,,,,,9551.8333333333,,,,,,,
135,"1133/08","S60 D5",2400,"YV1RS714192730739","1SA0131",858698131,"S60","2003/76B",,"TM. MODRA MET.",10/21/2009,,3/15/2010,"STA","Folprecht","+",,9400,783.3333333333,2,1566.6666666667,33986,2832.1666666667,2,5664.3333333333,,,,,,,,,,7231,,,,,,,
136,"591/08","V70 3,2",3192,"YV1BW985091072609","1SA0133",858698142,"V70 NEW","2003/76B",,"STŘÍBRNÁ MET.",10/21/2009,,11/10/2010,"STA","Reyes","+",,11528,960.6666666667,2,1921.3333333333,42896,3574.6666666667,2,7149.3333333333,,,,,,,,,,9070.6666666667,,,,,,,
137,"1049/09","XC90 D5 AWD",2400,"YV1CZ7146A1544903","1SD2109",858698164,"XC90","2003/76B",,"ŠEDOZELENÁ MET.",11/2/2009,,4/29/2011,"Comp.Car","Greg","+",,9400,783.3333333333,2,1566.6666666667,50627,4218.9166666667,2,8437.8333333333,,,,,,,,,,10004.5,,,,,,,
138,"738/09","V50 2,0D",1997,"YV1MW7541A2531056","1SD1797",858698175,"V50","2003/76B",,"TM. MODRA MET.",11/5/2009,,5/4/2010,"STA","Glabazňa","+",,9400,783.3333333333,2,1566.6666666667,28927,2410.5833333333,2,4821.1666666667,,,,,,,,,,6387.8333333333,,,,,,,
139,"702/09","V70 D5 AWD",2400,"YV1BW7056A1127457","1SD1810",858698186,"V70 NEW","692/2008A",,"ČERNÁ MET.",11/5/2009,,5/4/2010,"STA","Šeděnka","+",,9400,783.3333333333,2,1566.6666666667,54955,4579.5833333333,2,9159.1666666667,,,,,,,,,,10725.8333333333,,,,,,,
140,"1285/08","S60 2,5T SPORT",2521,"YV1RS595292732038","1SD1710",858698190,"S60","2003/76B",,"TM. ŠEDÁ MET.",11/5/2009,,12/28/2009,"Comp.Car","Milan Koza","+",,11528,960.6666666667,2,1921.3333333333,30539,2544.9166666667,2,5089.8333333333,,,,,,,,,,7011.1666666667,,,,,,,
141,"937/07","XC70 D AWD",2400,"YV1BZ714481016356","1SD2060",858698201,"XC70 NEW","2003/76B",,"ŠEDÁ MET.",11/25/2009,,2/9/2011,"Cust. Serv.",1,"+",,9400,783.3333333333,2,1566.6666666667,51727,4310.5833333333,2,8621.1666666667,,,,,,,,,,10187.8333333333,,,,,,,
142,"525/08","S80 D5 AWD",2400,"YV1AS714691091006","1SD2644",858698223,"S80 NEW","2003/76B",,"TM. MODRA MET.",11/30/2009,,4/26/2010,"STA","Nassereddine","+",,9400,783.3333333333,1,783.3333333333,52437,4369.75,1,4369.75,,,,,,,,,,5153.0833333333,,,,,,,
143,"1181/09","XC90 V8 AWD",4414,"YV1CT8556A1548074","1SD3055",858698212,"XC90","2003/76B",,"ČERNÁ MET.",12/2/2009,,6/15/2010,"Comp.Car","Greg","+",,11528,960.6666666667,1,960.6666666667,67880,5656.6666666667,1,5656.6666666667,,,,,,,,,,6617.3333333333,,,,,,,
144,"739/09","V50 2,0D",1997,"YV1MW7541A2531231","1SD3108",858698234,"V50","2003/76B",,"ČERNÁ MET.",12/4/2009,,3/2/2010,"STA","Procházka","+",,9400,783.3333333333,1,783.3333333333,27888,2324,1,2324,,,,,,,,,,3107.3333333333,,,,,,,
145,"1025/08","C70 2,0D",1997,"YV1MC75519J074457","1SD3107",858698245,"C70","2003/76B",,"MODRÁ MET.",12/4/2009,,7/26/2010,"STA","Ayoubi","+",,9400,783.3333333333,1,783.3333333333,39997,3333.0833333333,1,3333.0833333333,,,,,,,,,,4116.4166666667,,,,,,,
146,"464/08","C70 2,4i",2435,"YV1MC38528J058230","1SD2646",858698256,"C70","2003/76B",,"ČERVENÁ",12/2/2009,5/20/2010,12/29/2010,"STA","Beránek","+",,9400,783.3333333333,1,783.3333333333,37170,3097.5,1,3097.5,,,,,,,,,,3880.8333333333,,,,,,,
147,"947/09","V50 1,8",1783,"YV1MW2142A2541020","1SD2633",858698271,"V50","2003/76B",,"ZELENÁ MET.",12/2/2009,,3/2/2010,"STA","Krčmář","+",,6288,524,1,524,25286,2107.1666666667,1,2107.1666666667,,,,,,,,,,2631.1666666667,,,,,,,
148,"886/09","V50 2,0D",1997,"YV1MW7541A2536614","1SD3109",858698260,"V50","2003/76B",,"ZELENÁ MET.",12/4/2009,,7/12/2010,"STA","Vostrý","+",,9400,783.3333333333,1,783.3333333333,27136,2261.3333333333,1,2261.3333333333,,,,,,,,,,3044.6666666667,,,,,,,
149,"1185/09","V70 D5 AWD R-D",2400,"YV1BW7056A1143664","1SD3134",858698282,"V70 NEW","692/2008A",,"ČERNÁ MET.",12/15/2009,,11/18/2010,"Comp.Car","Klára Skálová",,,9400,783.3333333333,1,783.3333333333,49443,4120.25,1,4120.25,,,,,,,,,,4903.5833333333,,,,,,,
150,"1285/09","V70 2,0",1999,"YV1BW4352A1144543","1SD3622",858698293,"V70 NEW","2003/76B",,"ČERNÁ MET.",12/16/2009,,11/10/2010,"Comp.Car","Borek",,,9400,783.3333333333,1,783.3333333333,35317,2943.0833333333,1,2943.0833333333,,,,,,,,,,3726.4166666667,,,,,,,
151,"1231/09","XC90 D5 AWD",2400,"YV1CZ7146A1551682","1SD3604",858698304,"XC90","2003/76B",,"ŠEDOZELENÁ MET.",12/21/2009,,5/5/2010,"STA","Tyrpák",,,9400,783.3333333333,1,783.3333333333,44806,3733.8333333333,1,3733.8333333333,,,,,,,,,,4517.1666666667,,,,,,,
152,"1252/08","S60 2,4D",2400,"YV1RS694192731141","1SD3639",858698326,"S60","2003/76B",,"ČERNÁ MET.",12/23/2009,,3/21/2011,"Comp.Car","Milan Koza",,,9400,783.3333333333,1,783.3333333333,39099,3258.25,1,3258.25,,,,,,,,,,4041.5833333333,,,,,,,
153,"015/09","S60 D",2400,"YV1RS814292736193","1SD3634",858698330,"S60","2003/76B",,"ČERVENÁ ",12/23/2009,,12/8/2010,"STA","Pšeja",,,9400,783.3333333333,1,783.3333333333,38211,3184.25,1,3184.25,,,,,,,,,,3967.5833333333,,,,,,,
154,"1084/09","XC60 D5 AWD",2400,"YV1DZ7046A2093031","1SD3668",858698341,"XC60","692/2008A",,"BÍLÁ MET.",1/11/2010,,11/18/2010,"Comp.Car","Šárka ",,,9400,783.3333333333,12,9400,50926,4243.8333333333,12,50926,,,,,,,,,,60326,,,,,,,
155,"1262/09","C30 2,0D R-D",1997,"YV1MK7551A2196118","1SD3442",858698352,"C30","2003/76B",,"ORANŽOVÁ MET.",1/21/2010,,7/11/2011,"Mrktng","PRESS",,,9400,783.3333333333,12,9400,29333,2444.4166666667,12,29333,,,,,,,,,,38733,,,,,,,
156,"1169/09","XC70 D5 AWD",2400,"YV1BZ7046A1083723","1SD3998",858698363,"XC70 NEW","692/2008A",,"ŠEDOZELENÁ MET.",1/7/2010,,7/20/2010,"Cust. Serv.","Tomáš Maruniak",,,9400,783.3333333333,12,9400,49433,4119.4166666667,12,49433,,,,,,,,,,58833,,,,,,,
157,"1234/09","XC90 D5 AWD",2400,"YV1CZ7144A1551699","1SD3441",858698374,"XC90","2003/76B",,"ČERNÁ MET.",1/26/2010,,8/25/2010,"Cust. Serv.","Rosťa Mareček",,,9400,783.3333333333,12,9400,43106,3592.1666666667,12,43106,,,,,,,,,,52506,,,,,,,
158,"1306/09","V70 D5",2400,"YV1BW7050A1146095","1SD3449",858698385,"V70 NEW","692/2008A",,"STŘÍBRNÁ MET.",1/26/2010,,9/1/2011,"STA","Glabazňa",,,9400,783.3333333333,12,9400,47403,3950.25,12,47403,,,,,,,,,,56803,,,,,,,
159,"1309/09","V70 D5",2400,"YV1BW7050A1146020","1SD3448",858698396,"V70 NEW","692/2008A",,"ŠEDÁ MET.",1/26/2010,9/30/2010,4/29/2011,"STA","Vostrý",,,9400,783.3333333333,12,9400,47374,3947.8333333333,12,47374,,,,,,,,,,56774,,,,,,,
160,"1307/09","V70 D5",2400,"YV1BW7050A1146002","1SD 3446",858698433,"V70 NEW","692/2008A",,"TM. MODRA MET.",1/26/2010,,4/29/2011,"STA","Mikulec",,,9400,783.3333333333,12,9400,45463,3788.5833333333,12,45463,,,,,,,,,,54863,,,,,,,
161,"1308/09","V70 D5",2400,"YV1BW7050A1145994","1SD3447",858698400,"V70 NEW","692/2008A",,"TM. ŠEDÁ MET.",1/26/2010,,6/27/2011,"STA","Krčmář",,,9400,783.3333333333,12,9400,44986,3748.8333333333,12,44986,,,,,,,,,,54386,,,,,,,
162,"1336/09","V50 2,0D",1997,"YV1MW7551A2554418","1SD3556",858698411,"V50","2003/76B",,"ČERNÁ MET.",1/26/2010,,11/18/2010,"STA","Procházka",,,9400,783.3333333333,12,9400,29822,2485.1666666667,12,29822,,,,,,,,,,39222,,,,,,,
163,"1313/09","XC70 D5 AWD",2400,"YV1BZ7046A1085204","1SF3117",858698422,"XC70 NEW","692/2008A",,"ČERNÁ MET.",2/1/2010,,11/18/2010,"Comp.Car","Lenka Birbi",,,9400,783.3333333333,12,9400,48955,4079.5833333333,12,48955,,,,,,,,,,58355,,,,,,,
164,"1314/09","XC70 D5 AWD",2400,"YV1BZ7046A1085539","1SF3155",858698455,"XC70 NEW","692/2008A",,"ŠEDOZELENÁ MET.",2/8/2010,10/18/2010,12/29/2010,"Cust. Serv.","Pepa Havlík",,,9400,783.3333333333,11,8616.6666666667,53003,4416.9166666667,12,53003,,,,,,,,,,61619.6666666667,,,,,,,
165,"1025/09","C30 1,6DRIVe",1560,"YV1MK76F2A2185396","1SF3138",858698444,"C30","692/2008A",,"STŘÍBRNÁ MET.",2/15/2010,,4/29/2011,"Mrktng","PRESS",,,9400,783.3333333333,11,8616.6666666667,23829,1985.75,11,21843.25,,,,,,,,,,30459.9166666667,,,,,,,
166,"1261/09","C70 D5",2400,"YV1MC7759AJ098336","1SF4039",858698466,"C70","2003/76B",,"ČERVENÁ MET.",2/22/2010,,12/29/2010,"Mrktng","PRESS",,,9400,783.3333333333,11,8616.6666666667,43478,3623.1666666667,11,39854.8333333333,,,,,,,,,,48471.5,,,,,,,
167,"953/09","XC60 D5 AWD",2400,"YV1DZ7046A2076136","1SF4808",858698481,"XC60","2006/96B",,"BÍLÁ MET.",3/23/2010,,2/9/2011,"Comp.Car","Klára Skálová",,,9400,783.3333333333,9,7050,45762,3813.5,9,34321.5,,,,,,,,,,41371.5,,,,,,,
168,"062/10","V70 D5",2400,"YV1BW7050A1153523","1SF4855",858698492,"V70 NEW","692/2008A",,"BÍLÁ",3/22/2010,,4/29/2011,"STA","Beránek",,,9400,783.3333333333,9,7050,47356,3946.3333333333,9,35517,,,,,,,,,,42567,,,,,,,
169,"179/10","V70 D5",2400,"YV1BW7051A1155039","1SF4878",858698503,"V70 NEW","692/2008A",,"ŠEDÁ MET.",3/22/2010,,6/9/2011,"STA","Follprecht",,,9400,783.3333333333,9,7050,44870,3739.1666666667,9,33652.5,,,,,,,,,,40702.5,,,,,,,
170,"178/10","V70 D5",2400,"YV1BW7050A1155030","1SF4868",858698514,"V70 NEW","692/2008A",,"ČERNÁ MET.",3/22/2010,,6/16/2011,"STA","Ayoubi",,,9400,783.3333333333,9,7050,45434,3786.1666666667,9,34075.5,,,,,,,,,,41125.5,,,,,,,
171,"204/10","V50 1,6DRIVe",1560,"YV1MW76F2A2566950","1SF4858",858698525,"V50","2003/76B",,"ČERNÁ MET.",3/22/2010,,7/20/2010,"DO Demo","Fleet",,,6288,524,9,4716,29691,2474.25,9,22268.25,,,,,,,,,,,,,,,,,
172,"237/09","S80 D5",2400,"YV1AS705091105898","1SF4877",858698540,"S80 NEW","692/2008A",,"ŠEDÁ MET.",3/22/2010,,3/21/2011,"Courtesy","AFS",,,9400,783.3333333333,9,7050,45672,3806,9,34254,,,,,,,,,,,,,,,,,
173,"177/10","V70 D5",2400,"YV1BW7050A1155055","1SF4331",858698536,"V70 NEW","692/2008A",,"STŘÍBRNÁ MET.",3/22/2010,,4/29/2011,"STA","Hubáček",,,9400,783.3333333333,9,7050,45377,3781.4166666667,9,34032.75,,,,,,,,,,,,,,,,,
174,"203/10","V70 2,4D",2400,"YV1BW7240A1156276","1SF4811",858698470,"V70 NEW","2006/96B",,"ČERNÁ  ",3/23/2010,,4/29/2011,"STA","Talian",,,9400,783.3333333333,9,7050,44615,3717.9166666667,9,33461.25,,,,,,,,,,,,,,,,,
175,"246/10","V70 D5 R-D",2400,"YV1BW7050A1155283","1SF4797",858698551,"V70 NEW","692/2008A",,"BÍLÁ",3/29/2010,9/23/2010,3/21/2011,"STA","Makový",,,9400,783.3333333333,9,7050,47627,3968.9166666667,9,35720.25,,,,,,,,,,,,,,,,,
176,"254/10","V70 D5",2400,"YV1BW7050A1158400","1SF5292",858698610,"V70 NEW","692/2008A",,"STŘÍBRNÁ MET.",3/31/2010,,3/21/2011,"STA","Reyes",,,9400,783.3333333333,9,7050,46920,3910,9,35190,,,,,,,,,,,,,,,,,
177,"244/10","S80 D5 AWD",2400,"YV1AS7056A1129013","1SF4799",858698621,"S80 NEW","692/2008A",,"ČERNÁ MET.",3/29/2010,,2/9/2011,"DO Demo","Fleet",,,9400,783.3333333333,9,7050,54534,4544.5,9,40900.5,,,,,,,,,,,,,,,,,
178,"245/10","S80 2,5T",2521,"YV1AS6051A1129025","1SF4355",858698632,"S80 NEW","2003/76B",,"STŘÍBRNÁ MET.",3/29/2010,,3/21/2011,"DO Demo","Fleet",,,11528,960.6666666667,9,8646,47886,3990.5,9,35914.5,,,,,,,,,,,,,,,,,
179,"255/10","V70 D5",2400,"YV1BW7050A1158560","1SF4822",858698606,"V70 NEW","692/2008A",,"ČERVENÁ ",3/31/2010,,10/19/2011,"STA","Šeděnka",,,9400,783.3333333333,9,7050,46078,3839.8333333333,9,34558.5,,,,,,,,,,,,,,,,,
